	sequences per sample	iteration	CK1	CK2	CK3	JXBR161	JXBR162	JXBR163	RW371	RW372	RW373	R37J161	R37J162	R37J163
alpha_rarefaction_61030_5.txt	61030	5	14676.0	13833.0	12210.0	14597.0	10679.0	14147.0	10123.0	11701.0	15363.0	13400.0	13647.0	11762.0
alpha_rarefaction_61030_6.txt	61030	6	14793.0	13799.0	12245.0	14640.0	10573.0	14153.0	10125.0	11766.0	15385.0	13415.0	13626.0	11843.0
alpha_rarefaction_61030_7.txt	61030	7	14780.0	13902.0	12199.0	14467.0	10606.0	13998.0	10092.0	11789.0	15318.0	13501.0	13507.0	11650.0
alpha_rarefaction_61030_8.txt	61030	8	14732.0	13838.0	12271.0	14670.0	10744.0	14145.0	10009.0	11770.0	15309.0	13368.0	13698.0	11787.0
alpha_rarefaction_61030_9.txt	61030	9	14802.0	13858.0	12291.0	14550.0	10639.0	14195.0	10036.0	11655.0	15334.0	13423.0	13627.0	11662.0
alpha_rarefaction_71200_0.txt	71200	0	16172.0	15139.0	13421.0	15910.0	11544.0	15360.0	10963.0	13045.0	16866.0	14821.0	14840.0	12676.0
alpha_rarefaction_71200_1.txt	71200	1	16112.0	15206.0	13424.0	15948.0	11399.0	15380.0	11066.0	13013.0	16975.0	14812.0	14953.0	12758.0
alpha_rarefaction_71200_2.txt	71200	2	16136.0	15191.0	13438.0	16018.0	11555.0	15392.0	11022.0	12896.0	16847.0	14788.0	14994.0	12681.0
alpha_rarefaction_71200_3.txt	71200	3	16131.0	15095.0	13328.0	15810.0	11575.0	15340.0	11039.0	12999.0	16820.0	14727.0	14904.0	12782.0
alpha_rarefaction_71200_4.txt	71200	4	16121.0	15125.0	13437.0	15928.0	11553.0	15204.0	11124.0	12913.0	16921.0	14679.0	14929.0	12682.0
alpha_rarefaction_71200_5.txt	71200	5	16062.0	15170.0	13387.0	15892.0	11662.0	15272.0	11075.0	13002.0	16848.0	14689.0	14809.0	12728.0
alpha_rarefaction_71200_6.txt	71200	6	16219.0	15168.0	13403.0	15911.0	11504.0	15293.0	11027.0	12956.0	16999.0	14803.0	14924.0	12691.0
alpha_rarefaction_71200_7.txt	71200	7	16068.0	15207.0	13476.0	15965.0	11563.0	15340.0	10942.0	12869.0	16925.0	14777.0	14954.0	12778.0
alpha_rarefaction_71200_8.txt	71200	8	16166.0	15335.0	13350.0	15894.0	11576.0	15334.0	11059.0	12837.0	16927.0	14775.0	15048.0	12788.0
alpha_rarefaction_71200_9.txt	71200	9	16053.0	15123.0	13369.0	16007.0	11426.0	15218.0	11057.0	12883.0	16930.0	14711.0	14973.0	12739.0
alpha_rarefaction_81370_0.txt	81370	0	17413.0	16286.0	14463.0	17056.0	12299.0	16425.0	12003.0	13988.0	18379.0	16008.0	16235.0	13666.0
alpha_rarefaction_81370_1.txt	81370	1	17436.0	16417.0	14423.0	17116.0	12272.0	16382.0	11826.0	14042.0	18412.0	16061.0	16204.0	13723.0
alpha_rarefaction_81370_2.txt	81370	2	17421.0	16226.0	14492.0	17155.0	12366.0	16455.0	11999.0	13988.0	18549.0	16076.0	16061.0	13697.0
alpha_rarefaction_81370_3.txt	81370	3	17333.0	16524.0	14484.0	17205.0	12256.0	16442.0	11899.0	13880.0	18425.0	16036.0	16177.0	13692.0
alpha_rarefaction_81370_4.txt	81370	4	17402.0	16302.0	14392.0	17124.0	12297.0	16510.0	11979.0	14020.0	18468.0	16177.0	16181.0	13704.0
alpha_rarefaction_81370_5.txt	81370	5	17343.0	16416.0	14356.0	17135.0	12328.0	16508.0	11998.0	13948.0	18456.0	15969.0	16181.0	13664.0
alpha_rarefaction_81370_6.txt	81370	6	17438.0	16371.0	14436.0	17138.0	12324.0	16534.0	11882.0	13945.0	18389.0	16035.0	16161.0	13692.0
alpha_rarefaction_81370_7.txt	81370	7	17402.0	16335.0	14422.0	17132.0	12349.0	16479.0	11955.0	13933.0	18421.0	16053.0	16199.0	13585.0
alpha_rarefaction_81370_8.txt	81370	8	17352.0	16483.0	14553.0	17157.0	12280.0	16448.0	11956.0	13905.0	18450.0	16068.0	16211.0	13756.0
alpha_rarefaction_81370_9.txt	81370	9	17443.0	16357.0	14439.0	17066.0	12375.0	16537.0	11998.0	14010.0	18461.0	16042.0	16185.0	13681.0
alpha_rarefaction_91540_0.txt	91540	0	18570.0	17446.0	15493.0	18266.0	13060.0	17468.0	12794.0	14861.0	19764.0	17250.0	17281.0	14501.0
alpha_rarefaction_91540_1.txt	91540	1	18540.0	17540.0	15417.0	18324.0	13048.0	17400.0	12782.0	14914.0	19593.0	17122.0	17348.0	14530.0
alpha_rarefaction_91540_2.txt	91540	2	18584.0	17517.0	15451.0	18154.0	13115.0	17495.0	12783.0	14955.0	19800.0	17120.0	17318.0	14582.0
alpha_rarefaction_91540_3.txt	91540	3	18560.0	17463.0	15465.0	18356.0	13026.0	17483.0	12803.0	14964.0	19890.0	17394.0	17234.0	14533.0
alpha_rarefaction_91540_4.txt	91540	4	18569.0	17556.0	15481.0	18254.0	13086.0	17439.0	12830.0	14859.0	19762.0	17116.0	17290.0	14576.0
