"","Axis1","Axis2","Axis3","Axis4","Axis5"
"CK1",-4.05013570653149,-7.23525804272343,6.34139596531121,4.87811537324327,-6.54689428994509
"CK2",-1.29415282262111,-8.32092821243559,-0.308845929763167,-10.6868331839796,4.70943665148696
"CK3",-1.81405245320629,-4.42871871307687,1.14101740394903,1.0595028487662,-1.20896321979193
"JXBR161",9.7856778971126,2.82997430895163,0.594749721858202,-0.740378748652281,-2.08603432466731
"JXBR162",7.34859552612996,0.968766169390312,0.495350936360337,0.712219536636998,-0.632562070147244
"JXBR163",9.73164439545617,0.81650494288998,0.153069903038453,1.3138678326007,2.92118452321806
"RW371",-5.33002312832257,0.361209287504029,-4.22005982742104,7.21054445182747,9.0055283328535
"RW372",-0.462299466717161,-0.996190959649148,0.290701760444614,1.57890850898585,0.557612722250029
"RW373",-6.65653304767494,10.4726091093745,8.57859944480534,-3.73317334108549,1.35977383347865
"R37J161",-2.20981073682051,1.88543062462329,-0.448091197615098,-0.950579804528225,-2.1501388958725
"R37J162",-4.31172617639077,3.59034403921679,-11.4300243763651,-2.46524371411733,-6.21234445572523
"R37J163",-0.737184280413934,0.0562574459344701,-1.18786380460278,1.82305024030245,0.283401192862134
