# Constructed from biom file
#OTU ID	CK	JXBR16	R37J16	RW37
No blast hit;Other	0.00283402895862	0.00135207682978	0.00192217964005	0.0013179764416
k__;p__	0.000714948214562	0.000233630922792	0.00120036529389	0.00117344638795
k__Animalia;p__Arthropoda	1.28819498119e-05	1.98834827908e-05	3.98792456442e-06	6.88238350706e-06
k__Fungi;p__	0.0399920131911	0.017611794882	0.0512089393317	0.029040217208
k__Fungi;p__Ascomycota	0.753652032772	0.808099536715	0.750986014349	0.797509953647
k__Fungi;p__Basidiomycota	0.125856649662	0.11099954268	0.0969863254067	0.0644672863106
k__Fungi;p__Chytridiomycota	0.00408357809038	0.000904698466983	0.0054913721252	0.0153339504537
k__Fungi;p__Glomeromycota	0.00502396042665	0.000750601475354	0.000941150197203	0.00114591685392
k__Fungi;p__Neocallimastigomycota	0.0	0.0	7.97584912884e-06	0.0
k__Fungi;p__Rozellomycota	0.000779357963621	0.000671067544191	0.00696690421404	0.000368207517628
k__Fungi;p__Zygomycota	0.0291969392487	0.0450012924264	0.0627619567948	0.0393878808109
k__Plantae;p__	0.0233034472098	0.000298252241863	0.000255227172123	0.0230009256806
k__Plantae;p__Chlorophyta	0.00267944556088	0.000482174457678	0.00186236077158	0.003169337605
k__Protista;p__	0.0	4.97087069771e-06	0.0	0.000165177204169
k__Protista;p__Cercozoa	0.00027052094605	0.000233630922792	0.000291118493203	0.000385413476395
k__Protista;p__Ciliophora	0.0115808728809	0.013336846082	0.019098170739	0.0235205456354
k__Protozoa;p__	1.93229247179e-05	0.0	1.59516982577e-05	6.88238350706e-06
