#Base	Mean
1	32.8707533403256
2	34.063956404760816
3	32.660187423047105
4	32.63983195768161
5	33.65504012950887
6	38.04727757763692
7	38.58859273108669
8	38.95307583565142
9	38.41274111906608
10	38.153962789000865
11	38.65726891331114
12	38.85970062474349
13	39.12184208126226
14	39.03344315746272
15	39.18337589493365
16	39.13531168771946
17	39.11493342149665
18	38.86709950294131
19	38.6633966437138
20	38.737391125906335
21	39.107044324866614
22	38.98431301016918
23	38.91442838250718
24	39.165653928587716
25	39.28286173560126
26	38.57647407542524
27	38.901272287838026
28	39.155119932509464
29	38.76808678006293
30	38.60321378083816
31	38.35633749828994
32	39.03041634365452
33	38.99966938756897
34	39.086990970860505
35	39.12417916913676
36	39.189076109261705
37	39.0884331250855
38	38.80408933375895
39	38.77038966665147
40	39.030023028865884
41	38.56727962971408
42	39.009063340781616
43	39.01288818459574
44	38.767402754343564
45	38.704403985589856
46	39.07279743718364
47	38.985236444890326
48	39.1353401887911
49	39.00985567057322
50	38.629662775320355
51	38.614790916138446
52	38.54660495234621
53	38.74718409412194
54	38.996676775046744
55	38.94904578412148
56	38.53578594555155
57	38.86460850927995
58	38.71714396461307
59	38.76507706689772
60	38.91255871220758
61	38.98504263760317
62	38.895953987869945
63	38.809681244014776
64	38.95047653791782
65	38.64378220621095
66	38.69458821651694
67	38.00229718637421
68	38.154960326508274
69	38.26589219754663
70	38.70175908614164
71	38.61361097177254
72	38.3083245930047
73	38.878499931597425
74	38.85458183227689
75	38.78338615531944
76	38.832522002827304
77	38.61828514752155
78	38.39878699439099
79	38.58870673537325
80	38.640550184686944
81	38.79452437411647
82	38.58253910347029
83	38.70411327465913
84	38.921382643987414
85	38.312924665967444
86	38.303667517898674
87	38.33066373295636
88	38.40127798805235
89	38.709317570340644
90	38.69316316293493
91	38.953856765014365
92	38.99493820967668
93	38.525445756760455
94	38.49009872771216
95	38.14857608646085
96	38.569998631948565
97	38.46075972456564
98	38.29163436545214
99	38.54391445118336
100	38.259998175931415
101	37.975403575174425
102	36.14529276300789
103	37.14237995348625
104	37.69550025080943
105	38.47501596060012
106	38.65694970130877
107	38.711261343426514
108	38.607021524009305
109	38.41526061379908
110	38.765156869898306
111	38.74345045373706
112	38.689349719549455
113	38.41280382142369
114	38.256389940261755
115	38.289131971362124
116	38.17497377901409
117	38.0667552099959
118	38.07649687628255
119	38.11291554562452
120	38.12916685667381
121	38.20254001550458
122	38.05532058005381
123	38.09136873546446
124	38.10530005928223
125	38.059800948515665
126	38.09937753659538
127	38.075299831273654
128	37.97324319394409
129	38.09303889826258
130	37.91195448948881
131	37.91341374435679
132	38.01838889142232
133	37.98072757535683
134	37.984746226458114
135	37.88671964065849
136	37.9017967075562
137	37.73395389666651
138	37.8586460850928
139	37.95811482511743
140	37.98910119020475
141	37.929853162478906
142	37.82877696201377
143	37.906972502166084
144	37.8468637420767
145	37.89663801358931
146	37.92592001459255
147	37.927909389393044
148	37.937616854393724
149	38.03017123443841
150	37.894796844361345
151	37.89822267317251
152	37.65090747412103
153	37.77255574809613
154	37.91356765014365
155	37.985572757535685
156	37.953919467371975
157	37.923964841078025
158	37.952249304573854
159	37.92835400611063
160	37.886765242373116
161	37.94048406220074
162	37.91108235669661
163	37.93834078161339
164	37.8700636143919
165	37.823361758402115
166	37.54643394591637
167	37.4280233936796
168	37.55453395047654
169	37.64099480140453
170	37.82726070500251
171	37.69237083314333
172	37.59962834602581
173	37.36835925030781
174	37.361273883898036
175	37.57286583975557
176	37.48243763965525
177	37.58301792147385
178	37.30681973642209
179	37.38248438141274
180	37.44622987824342
181	37.461227142140544
182	37.348402799945276
183	37.28719959870491
184	37.33215718911031
185	37.44170960828127
186	37.21970336084637
187	37.037855123352635
188	36.89651260887409
189	36.97927402070318
190	36.988913083131926
191	36.852318847188656
192	36.951736285284326
193	36.91906265675589
194	36.90822084910393
195	36.79724337635095
196	36.860544256464046
197	37.0136520133157
198	36.858777190022344
199	36.90358087464089
200	37.058706507364676
201	37.29103584294769
202	37.372429203338044
203	37.34042820010033
204	37.1596174016143
205	37.31543276027178
206	37.18502895708879
207	37.29051142322951
208	37.243695562953164
209	37.075579141775734
210	37.24207100186967
211	36.81430981804916
212	37.02560536276164
213	36.683221989146794
214	36.868798166811075
215	36.92081262255461
216	36.98229513429705
217	37.22962743399152
218	37.21376943773086
219	37.33372474805053
220	37.222616170368006
221	37.24960668521136
222	37.56590587806102
223	37.593512016051804
224	37.33414656391081
225	37.50151055679694
226	37.56367139404442
227	37.794683980117654
228	37.616215969720464
229	37.43093620320124
230	37.48517944274705
231	37.50716516941037
232	37.57665078206941
233	37.485504354963744
234	37.242823430160975
235	37.334374572483924
236	37.36859295909526
237	37.391428017693464
238	37.28499931597428
239	37.47333439737334
240	37.49781681791235
241	37.62916685667381
242	37.59273678690319
243	37.688323680970406
244	37.822729034611704
245	37.54386884946874
246	37.52476173104109
247	37.56191572803137
248	37.488878881845956
249	37.2439862738839
250	37.13413744356788
251	33.901146883122806
252	34.26777326827489
253	34.43529116694788
254	34.19640658488759
255	34.648587486889504
256	35.02360458753249
257	34.89266496420265
258	34.376960873728855
259	34.05191755209996
260	34.41457088786538
261	34.85556796935565
262	35.00479958046422
263	34.9878927447672
264	34.99933307492362
265	35.15774203110037
266	35.36905467645583
267	35.57599525742168
268	35.117521318801586
269	34.732808153586575
270	34.28188699895116
271	34.647413242737926
272	34.981804915864835
273	35.152212823202156
274	35.37364334898992
275	35.68692712846003
276	35.89289867299011
277	36.15009234347212
278	35.799027543435635
279	35.95151397692553
280	35.891946737197316
281	35.67006019426331
282	35.65448150850472
283	35.50139085229605
284	35.62245200419536
285	35.796810160062016
286	36.05939053308404
287	36.33696817000319
288	36.395173058507
289	36.49201969994072
290	36.32417688905103
291	36.04496329061973
292	36.28596835241005
293	36.19543754845182
294	36.2506897259337
295	36.23152560536276
296	36.37649915636828
297	36.40950339732774
298	36.50873272835059
299	36.857659948014046
300	36.89276186784623
301	37.07899357015824
302	37.04586392448356
303	36.96355852980072
304	36.86018514296138
305	36.822768936112
306	36.82665648228373
307	37.01182794473072
308	37.034372292398196
309	37.33480208855853
310	37.44718751425054
311	37.371557070545855
312	37.43378061015094
313	37.474651146883126
314	37.57944958730448
315	37.50293561037895
316	37.368649961238546
317	37.13532308814811
318	37.42159925213188
319	37.546473847416664
320	37.68693852888869
321	37.666685667381095
322	37.71398604587532
323	37.97502736102877
324	37.857346436226
325	38.074421998267134
326	38.06596858041863
327	38.029088193716085
328	37.98594327146701
329	37.87922955903142
330	38.091237630534906
331	38.19658899174609
332	38.19382438779698
333	38.13267818869989
334	38.3281992817648
335	38.34702358218995
336	38.24628197162385
337	38.15973413745732
338	38.09037998928323
339	38.20192674932307
340	38.12634531192995
341	38.082195607189476
342	38.08578122595099
343	38.173905360186524
344	38.03773735485085
345	37.96501579049378
346	37.70327615594662
347	37.96841829230752
348	38.01528945643189
349	38.222667517986025
350	38.21587585727235
351	38.245834069699164
352	38.25690960503512
353	38.16839026726261
354	38.18096095959135
355	38.09613915462766
356	38.00791329581929
357	38.03581527936146
358	37.94597460646868
359	38.03944150194699
360	38.110914097732575
361	38.07085110264772
