OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	7.2564	0.0642	0.1888	1	0.0012	5e-04	0.0036	3e-04
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__BSV26	7.2377	0.0647	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	7.2377	0.0647	0.1888	1	7e-04	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	7.2175	0.0653	0.1888	1	0	1e-04	7e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;Other	7.2051	0.0656	0.1888	1	6e-04	4e-04	1e-04	5e-04
k__Bacteria;p__Chloroflexi;c__JG37-AG-4;o__;f__	7.2051	0.0656	0.1888	1	0.0667	0.0506	0	0.0727
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis	7.2051	0.0656	0.1888	1	0.0122	0.0114	0.0041	0.0137
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__JG34-KF-161	7.2051	0.0656	0.1888	1	0	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae	7.2051	0.0656	0.1888	1	6e-04	2e-04	6e-04	0
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__Unknown Order;f__Unknown Family	7.1955	0.0659	0.1888	1	1e-04	0	0	0
k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__;f__	7.1955	0.0659	0.1888	1	0	0	8e-04	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XVIII	7.1739	0.0666	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__FFCH16767	7.158	0.067	0.1888	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	7.1513	0.0672	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae	7.1026	0.0687	0.1888	1	0.0037	0.0026	0.0016	0.002
k__Bacteria;p__Chloroflexi;Other;Other;Other	7.0852	0.0692	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 18;f__	7.0513	0.0703	0.1888	1	0	0	0.0011	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 6;f__	7.0513	0.0703	0.1888	1	0.0245	0.0182	0.0965	0.0191
k__Bacteria;p__Actinobacteria;c__TakashiAC-B11;o__;f__	7.0513	0.0703	0.1888	1	0	1e-04	0.0085	1e-04
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__BD2-11 terrestrial group;f__	7.0513	0.0703	0.1888	1	0	0	7e-04	0
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae	7.0513	0.0703	0.1888	1	5e-04	2e-04	2e-04	3e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	7.0513	0.0703	0.1888	1	0.0031	1e-04	6e-04	1e-04
k__Bacteria;p__Bacteroidetes;c__Bacteroidetes VC2.1 Bac22;o__;f__	6.986	0.0723	0.1888	1	0	0	4e-04	1e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__	6.9433	0.0737	0.1888	1	5e-04	6e-04	0	4e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Thermosporotrichaceae	6.9433	0.0737	0.1888	1	0.0023	0.002	0	0.002
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae	6.8974	0.0752	0.1888	1	0.0083	0.0047	0.0022	0.0056
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Elev-16S-1332	6.8974	0.0752	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__KD3-93	6.8974	0.0752	0.1888	1	1e-04	0	0.0011	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae	6.8974	0.0752	0.1888	1	2e-04	4e-04	0.0056	2e-04
k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__OPB56	6.8974	0.0752	0.1888	1	0.0018	0.0014	0.0041	0.0018
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134 terrestrial group;f__	6.8974	0.0752	0.1888	1	0	1e-04	0.0019	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	6.8974	0.0752	0.1888	1	0.0037	0.005	0.0084	0.0053
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Ellin6055	6.8974	0.0752	0.1888	1	6e-04	7e-04	0.0022	5e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;Other	6.8974	0.0752	0.1888	1	9e-04	8e-04	1e-04	9e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae	6.8974	0.0752	0.1888	1	0.0016	7e-04	0.0015	0.001
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae	6.8702	0.0762	0.1888	1	0.002	0.0021	0	0.0016
k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__	6.8684	0.0762	0.1888	1	0	0	2e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1)	6.8462	0.077	0.1888	1	0.0537	0.0429	7e-04	0.0435
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	6.8462	0.077	0.1888	1	0.0014	0.001	3e-04	0.0013
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	6.8462	0.077	0.1888	1	0.0025	0.0031	0.0068	0.0031
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionIII;f__FamilyI	6.8462	0.077	0.1888	1	0.0059	0.0035	3e-04	0.0035
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__PeM15;f__	6.8152	0.078	0.1888	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__BacC-u-018	6.7872	0.079	0.1888	1	8e-04	6e-04	0	0.0011
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__FCPS473	6.7872	0.079	0.1888	1	0.0033	0.0026	0	0.0029
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae	6.698	0.0822	0.1888	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae	6.6923	0.0824	0.1888	1	0.0028	0.0018	0.0061	0.0024
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__	6.6923	0.0824	0.1888	1	0.0236	0.0231	0.0081	0.0239
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	6.6923	0.0824	0.1888	1	0.001	8e-04	0.0046	8e-04
k__Bacteria;p__Latescibacteria;c__;o__;f__	6.6923	0.0824	0.1888	1	6e-04	2e-04	0.004	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__alphaI cluster	6.6923	0.0824	0.1888	1	6e-04	7e-04	1e-04	7e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae	6.6923	0.0824	0.1888	1	0.0018	0.002	3e-04	0.0021
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__KD3-10	6.6923	0.0824	0.1888	1	3e-04	5e-04	1e-04	5e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Catenulisporales;f__Catenulisporaceae	6.6832	0.0827	0.1888	1	0.0015	0.0012	0	0.0012
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;Other	6.6832	0.0827	0.1888	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae	6.641	0.0843	0.1888	1	1e-04	0	0	3e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__	6.5897	0.0862	0.1888	1	0.0035	0.0032	7e-04	0.0032
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae	6.5897	0.0862	0.1888	1	0.0034	0.0033	7e-04	0.003
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	6.5897	0.0862	0.1888	1	0.004	0.0042	0.012	0.0046
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__MNG7	6.5897	0.0862	0.1888	1	4e-04	5e-04	0.0051	4e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae	6.5897	0.0862	0.1888	1	8e-04	3e-04	4e-04	4e-04
k__Bacteria;p__SHA-109;c__;o__;f__	6.5897	0.0862	0.1888	1	5e-04	4e-04	0.0024	6e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 19;f__	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;Other	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__NS72	6.5455	0.0879	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__S1-80	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__LiUU-11-161	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__S15-21	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Candidate division SR1;c__;o__;f__	6.5455	0.0879	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexales Incertae Sedis	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Planctomycetes;c__C47;o__;f__	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Planctomycetes;c__SPG12-401-411-B72;o__;f__	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__ML80	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__MSB-1E8	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__EF100-94H03	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;Other	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;Other	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;Other	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PYR10d3;f__	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Algiphilaceae	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__SC3-20;o__;f__	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Saccharibacteria;c__candidate division TM7 bacterium LY2;o__candidate division TM7 bacterium LY2;f__candidate division TM7 bacterium LY2	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;Other;Other;Other	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;Other;Other	6.5455	0.0879	0.1888	1	0	0	0	0
k__Bacteria;p__Actinobacteria;Other;Other;Other	6.5272	0.0886	0.1889	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__AKYH767	6.5272	0.0886	0.1889	1	2e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	6.4872	0.0902	0.1897	1	5e-04	9e-04	0.002	0.001
k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__Unknown Order;f__Unknown Family	6.4872	0.0902	0.1897	1	1e-04	0	1e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1921-3	6.4752	0.0906	0.1897	1	5e-04	5e-04	0	4e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__JG30a-KF-32	6.4752	0.0906	0.1897	1	0.0024	0.0027	0	0.0024
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	6.4752	0.0906	0.1897	1	0	0	4e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	6.4359	0.0922	0.1897	1	0.0039	0.0059	9e-04	0.0047
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IIa;f__	6.4359	0.0922	0.1897	1	0.0011	4e-04	4e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__VHS-B3-70	6.4359	0.0922	0.1897	1	1e-04	1e-04	4e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sh765B-TzT-29;f__	6.4359	0.0922	0.1897	1	0	0	0.001	0
k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Leptospiraceae	6.4236	0.0927	0.1897	1	0	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	6.4087	0.0933	0.1897	1	1e-04	0	1e-04	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI	6.4087	0.0933	0.1897	1	0	0	0	0
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__Unknown Order;f__Unknown Family	6.3846	0.0943	0.1897	1	1e-04	5e-04	3e-04	3e-04
k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae	6.3846	0.0943	0.1897	1	0.0012	9e-04	0.0043	0.001
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Obscuribacterales;f__	6.3846	0.0943	0.1897	1	0.0016	0.0019	2e-04	0.0016
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DB1-14;f__	6.3846	0.0943	0.1897	1	1e-04	1e-04	4e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae	6.3427	0.0961	0.1903	1	1e-04	0	5e-04	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	6.3133	0.0973	0.1903	1	1e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Cryptosporangiaceae	6.3041	0.0977	0.1903	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae	6.2821	0.0987	0.1903	1	1e-04	1e-04	2e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae	6.2821	0.0987	0.1903	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Herpetosiphonales;f__Herpetosiphonaceae	6.2821	0.0987	0.1903	1	1e-04	1e-04	0.001	1e-04
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__AKIW781	6.2821	0.0987	0.1903	1	0	0	7e-04	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__	6.2821	0.0987	0.1903	1	2e-04	1e-04	7e-04	2e-04
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1	6.2821	0.0987	0.1903	1	2e-04	2e-04	1e-04	3e-04
k__Bacteria;p__Hydrogenedentes;c__;o__;f__	6.2821	0.0987	0.1903	1	1e-04	1e-04	0.0011	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	6.2821	0.0987	0.1903	1	0.0122	0.0112	0.0034	0.0104
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae	6.2821	0.0987	0.1903	1	3e-04	0	1e-04	1e-04
k__Bacteria;p__Acidobacteria;c__Subgroup 22;o__;f__	6.1795	0.1032	0.1977	1	2e-04	0	6e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__KCM-B-60	6.1795	0.1032	0.1977	1	1e-04	1e-04	5e-04	1e-04
k__Bacteria;p__Chloroflexi;c__;o__;f__	6.0769	0.1079	0.2054	1	7e-04	4e-04	0.0012	4e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	6.0769	0.1079	0.2054	1	0.0096	0.0214	0.0243	0.0187
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae	6.0624	0.1086	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 13;f__	6.0256	0.1104	0.2086	1	2e-04	1e-04	0	2e-04
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	5.9744	0.1129	0.2119	1	0.0121	3e-04	0.0011	1e-04
k__Bacteria;p__Gracilibacteria;c__;o__;f__	5.9744	0.1129	0.2119	1	2e-04	3e-04	0.0011	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	5.8718	0.118	0.2208	1	2e-04	1e-04	7e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__KCM-B-15	5.8205	0.1207	0.2251	1	2e-04	1e-04	2e-04	3e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__11-24	5.7692	0.1234	0.2294	1	0.0018	0.0014	0.0018	0.0015
k__Bacteria;p__Chloroflexi;c__TK10;o__bacterium Ellin6543;f__bacterium Ellin6543	5.7072	0.1268	0.2349	1	0	0	0	0
k__Archaea;p__Woesearchaeota (DHVEG-6);c__;o__;f__	5.695	0.1274	0.2353	1	0	0	1e-04	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__FFCH7168	5.6667	0.129	0.236	1	0.003	5e-04	2e-04	6e-04
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionIV;f__FamilyI	5.6667	0.129	0.236	1	0.0012	0	1e-04	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11 terrestrial group;f__	5.6667	0.129	0.236	1	2e-04	2e-04	9e-04	2e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae	5.6534	0.1297	0.2365	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae	5.5641	0.1349	0.2443	1	5e-04	6e-04	0.0018	5e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12	5.5641	0.1349	0.2443	1	5e-04	2e-04	2e-04	3e-04
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Sva0996 marine group	5.5182	0.1376	0.2484	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19	5.4615	0.141	0.2537	1	8e-04	3e-04	8e-04	5e-04
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	5.4103	0.1441	0.2569	1	1e-04	2e-04	3e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__	5.4103	0.1441	0.2569	1	8e-04	7e-04	7e-04	3e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42	5.4103	0.1441	0.2569	1	8e-04	0.0014	0.0012	0.0012
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__480-2	5.359	0.1473	0.2584	1	0.0016	0.0011	8e-04	0.0017
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	5.359	0.1473	0.2584	1	2e-04	0	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__TK34	5.359	0.1473	0.2584	1	1e-04	0	3e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__	5.359	0.1473	0.2584	1	0.0081	0.0087	0.0042	0.0074
k__Bacteria;p__Saccharibacteria;c__;o__;f__	5.359	0.1473	0.2584	1	0.0311	0.059	0.0401	0.0594
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__JTB255 marine benthic group	5.3539	0.1476	0.2584	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;Other	5.3003	0.1511	0.2628	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;Other	5.3003	0.1511	0.2628	1	0	0	2e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__EV818SWSAP88	5.2742	0.1528	0.2637	1	2e-04	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__Elev-16S-573	5.2564	0.154	0.2637	1	2e-04	6e-04	0.002	4e-04
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae	5.2564	0.154	0.2637	1	0.0022	0.0017	0.0023	0.0017
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__RB446	5.2564	0.154	0.2637	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__FukuN18 freshwater group	5.2564	0.154	0.2637	1	1e-04	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae	5.2277	0.1559	0.2651	1	0	0.0013	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NKB5;Other	5.227	0.1559	0.2651	1	0	0	0	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__LWSR-14	5.2234	0.1562	0.2651	1	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__cvE6	5.2051	0.1574	0.2664	1	1e-04	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae	5.1538	0.1609	0.2715	1	4e-04	4e-04	0.0015	7e-04
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	5.1147	0.1636	0.2752	1	0	3e-04	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other	5.0513	0.1681	0.2809	1	1e-04	1e-04	2e-04	1e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 15;f__	5.0398	0.1689	0.2809	1	0	0	2e-04	0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionII;f__FamilyII	5.0106	0.171	0.2809	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__JG35-K1-AG5	5.0106	0.171	0.2809	1	0	0	0	0
k__Bacteria;p__Parcubacteria;c__;o__;f__	5	0.1718	0.2809	1	5e-04	4e-04	6e-04	3e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae	4.992	0.1724	0.2809	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__	4.992	0.1724	0.2809	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Arachis hypogaea var. vulgaris;f__Arachis hypogaea var. vulgaris	4.992	0.1724	0.2809	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM1B06	4.992	0.1724	0.2809	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__SK259;o__;f__	4.992	0.1724	0.2809	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__LD29	4.992	0.1724	0.2809	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae	4.9789	0.1733	0.2816	1	1e-04	0	1e-04	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101 soil group;Other	4.923	0.1775	0.2876	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae	4.9149	0.1781	0.2878	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;Other	4.8783	0.1809	0.2906	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__UA11;o__;f__	4.8783	0.1809	0.2906	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae	4.8462	0.1834	0.2913	1	1e-04	0	1e-04	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	4.8462	0.1834	0.2913	1	0	0	2e-04	1e-04
