OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__	8.641	0.0345	0.206	1	0.0435	0.0234	0.0401	0.0291
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;Other	8.641	0.0345	0.206	1	2e-04	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Acidiferrobacter	8.641	0.0345	0.206	1	1e-04	0	3e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Aestuariimicrobium	8.6042	0.035	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	8.6042	0.035	0.206	1	0	0	1e-04	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera	8.6042	0.035	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__CCU22;g__	8.6042	0.035	0.206	1	0	0	3e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus	8.6042	0.035	0.206	1	0	0	4e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Nitrosococcus	8.6042	0.035	0.206	1	0	0	2e-04	0
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__;f__;g__	8.5556	0.0358	0.206	1	0.0072	8e-04	0	0.0015
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);Other	8.5556	0.0358	0.206	1	3e-04	2e-04	0	2e-04
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga	8.5556	0.0358	0.206	1	1e-04	3e-04	0	8e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus	8.5385	0.0361	0.206	1	2e-04	6e-04	1e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus	8.5385	0.0361	0.206	1	6e-04	1e-04	5e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__	8.5385	0.0361	0.206	1	0.0028	0.0027	0.0015	0.0016
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga	8.5041	0.0367	0.206	1	0.0011	0	2e-04	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	8.5041	0.0367	0.206	1	0.0118	0	0.0011	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__PHOS-HE51;g__	8.4655	0.0373	0.206	1	0	0	7e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Verrucosispora	8.4359	0.0378	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12 marine group;g__	8.4359	0.0378	0.206	1	5e-04	1e-04	3e-04	1e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	8.4359	0.0378	0.206	1	0.0034	0.0049	1e-04	0.0025
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Nordella	8.4359	0.0378	0.206	1	8e-04	0.001	0.0034	0.0014
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus	8.4359	0.0378	0.206	1	0.0022	0.0039	1e-04	0.0059
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera	8.4359	0.0378	0.206	1	1e-04	0	8e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Solimonadaceae;g__Polycyclovorans	8.4359	0.0378	0.206	1	0.0089	0.0015	0.0033	0.004
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 12;f__;g__	8.4085	0.0383	0.206	1	3e-04	0	0.0013	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;Other	8.4085	0.0383	0.206	1	1e-04	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B10-SB3A;f__;g__	8.4085	0.0383	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;Other	8.4085	0.0383	0.206	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobia Incertae Sedis;o__Unknown Order;f__Unknown Family;g__Candidatus Methylacidiphilum	8.4085	0.0383	0.206	1	1e-04	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__	8.3829	0.0387	0.206	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Beggiatoa	8.3829	0.0387	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinoallomurus	8.3475	0.0393	0.206	1	2e-04	4e-04	0	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Tardiphaga	8.3475	0.0393	0.206	1	0	0	0	1e-04
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__	8.3333	0.0396	0.206	1	0.0012	0.0021	8e-04	0.0037
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionII;f__FamilyII;g__Pleurocapsa	8.2954	0.0403	0.206	1	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__CFT112H7;g__	8.2954	0.0403	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Kluyvera	8.2954	0.0403	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__	8.2954	0.0403	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__	8.2829	0.0405	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Smithella	8.2829	0.0405	0.206	1	0	0	0.0017	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible genus 04	8.2821	0.0405	0.206	1	3e-04	1e-04	2e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix	8.2725	0.0407	0.206	1	1e-04	0	0	0
k__Bacteria;p__Firmicutes;c__OPB54;o__;f__;g__	8.2596	0.0409	0.206	1	1e-04	0	0	0
k__Bacteria;p__Acidobacteria;c__Subgroup 26;o__;f__;g__	8.2435	0.0412	0.206	1	0	0	2e-04	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;Other;Other	8.2435	0.0412	0.206	1	0	0	2e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__	8.2435	0.0412	0.206	1	0.0091	0.012	0	0.0127
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Thermosporotrichaceae;g__Thermosporothrix	8.2435	0.0412	0.206	1	3e-04	1e-04	0	2e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas	8.2435	0.0412	0.206	1	0	0	9e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Kinneretia	8.2431	0.0412	0.206	1	2e-04	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 2;f__;g__	8.2308	0.0415	0.206	1	0.0124	0.0065	1e-04	0.009
k__Bacteria;p__Chloroflexi;c__SHA-26;o__;f__;g__	8.2308	0.0415	0.206	1	3e-04	3e-04	0	2e-04
k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__	8.2308	0.0415	0.206	1	0.0149	0.0094	0.0074	0.0104
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	8.2308	0.0415	0.206	1	0.0037	0.005	0.0018	0.0059
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	8.2308	0.0415	0.206	1	2e-04	2e-04	0.0025	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas	8.2308	0.0415	0.206	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella	8.2308	0.0415	0.206	1	2e-04	1e-04	4e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Acidibacter	8.2308	0.0415	0.206	1	0.0064	0.0052	0.0026	0.0058
k__Bacteria;p__Saccharibacteria;Other;Other;Other;Other	8.2308	0.0415	0.206	1	4e-04	0.001	0	7e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__PAUC26f;g__	8.1942	0.0422	0.206	1	0	0	4e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__	8.1942	0.0422	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__	8.1942	0.0422	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga	8.1942	0.0422	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niabella	8.1942	0.0422	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Porphyrobacter	8.1942	0.0422	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylobacillus	8.1942	0.0422	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus Entotheonella	8.1942	0.0422	0.206	1	0	0	4e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__	8.1942	0.0422	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__bacteriap25;g__	8.1942	0.0422	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Order Incertae Sedis;f__Family Incertae Sedis;g__Marinicella	8.1942	0.0422	0.206	1	0	0	6e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;Other	8.1942	0.0422	0.206	1	0	0	0	0
k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta 2	8.1942	0.0422	0.206	1	1e-04	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter	8.1942	0.0422	0.206	1	0	0	0.001	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Chryseoglobus	8.1439	0.0431	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans	8.1282	0.0434	0.206	1	0.0027	0.0028	1e-04	0.0039
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Dactylosporangium	8.1282	0.0434	0.206	1	3e-04	7e-04	0	6e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella	8.1282	0.0434	0.206	1	0.0019	0.0026	2e-04	0.0026
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	8.1282	0.0434	0.206	1	1e-04	0.0014	4e-04	0.0017
k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__	8.1282	0.0434	0.206	1	0.0067	0.0063	0.0224	0.01
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	8.1282	0.0434	0.206	1	0.0015	8e-04	0.0011	7e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__	8.1282	0.0434	0.206	1	1e-04	2e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other;Other	8.1282	0.0434	0.206	1	1e-04	2e-04	1e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter	8.1282	0.0434	0.206	1	1e-04	1e-04	2e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Aminobacter	8.1053	0.0439	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	8.0769	0.0444	0.206	1	0.0326	0.0155	0.0157	0.0195
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101 soil group;f__;g__	8.0769	0.0444	0.206	1	0.0018	0.0015	0.0069	0.0013
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Labrys	8.0769	0.0444	0.206	1	5e-04	3e-04	1e-04	6e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;Other	8.0769	0.0444	0.206	1	4e-04	9e-04	5e-04	0.0015
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3 termite group;f__;g__	7.9323	0.0474	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Filimonas	7.9314	0.0475	0.206	1	2e-04	1e-04	0	2e-04
k__Bacteria;p__Candidate division WS6;c__;o__;f__;g__	7.9314	0.0475	0.206	1	1e-04	3e-04	0	0.0016
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other;Other;Other	7.9314	0.0475	0.206	1	2e-04	2e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__TK10;Other;Other;Other	7.9314	0.0475	0.206	1	0.0013	0.0015	0	0.0012
k__Bacteria;p__WD272;c__;o__;f__;g__	7.9314	0.0475	0.206	1	0.0038	0.0055	0	0.0053
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Asteroleplasma	7.9231	0.0476	0.206	1	3e-04	1e-04	9e-04	0
k__Bacteria;p__Acidobacteria;Other;Other;Other;Other	7.8205	0.0499	0.206	1	0	0	1e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 20;f__;g__	7.8205	0.0499	0.206	1	0	0	0.0011	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces	7.8205	0.0499	0.206	1	1e-04	2e-04	3e-04	1e-04
k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other;Other;Other	7.8205	0.0499	0.206	1	5e-04	3e-04	0	4e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	7.8205	0.0499	0.206	1	0.0014	0.0027	0.0043	0.0035
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Paucimonas	7.8205	0.0499	0.206	1	1e-04	1e-04	5e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Bacteriovorax	7.8205	0.0499	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	7.8205	0.0499	0.206	1	0.0014	6e-04	0.0354	0.0013
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__	7.7754	0.0509	0.206	1	0	1e-04	1e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;Other;Other	7.7754	0.0509	0.206	1	5e-04	6e-04	0	7e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__1174-901-12;g__	7.7754	0.0509	0.206	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidicaldus	7.7754	0.0509	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella	7.7754	0.0509	0.206	1	0	0	6e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter	7.7754	0.0509	0.206	1	1e-04	1e-04	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium 5	7.7478	0.0515	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__	7.7478	0.0515	0.206	1	0	0	1e-04	0
k__Bacteria;p__Verrucomicrobia;c__S-BQ2-57 soil group;o__;f__;g__	7.7478	0.0515	0.206	1	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Pla4 lineage;o__;f__;g__	7.7469	0.0515	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinomycetospora	7.7234	0.0521	0.206	1	1e-04	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niastella	7.7179	0.0522	0.206	1	0.0029	0.0021	0.0029	0.0013
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium	7.7179	0.0522	0.206	1	0.0034	0.0024	0.0013	0.0018
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Hamadaea	7.6936	0.0528	0.206	1	4e-04	7e-04	0	6e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__HSB OF53-F07;g__	7.6936	0.0528	0.206	1	0.012	0.0093	0	0.0137
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__RB41;g__	7.6667	0.0534	0.206	1	0.0031	0.0055	0.027	0.0043
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium	7.6667	0.0534	0.206	1	0.0029	0.0014	6e-04	0.002
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Janibacter	7.6667	0.0534	0.206	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Longispora	7.6667	0.0534	0.206	1	1e-04	2e-04	0	3e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora	7.6667	0.0534	0.206	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__WW2-159;g__	7.6667	0.0534	0.206	1	2e-04	2e-04	1e-04	3e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Cystobacter	7.6667	0.0534	0.206	1	3e-04	7e-04	1e-04	8e-04
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Haloferula	7.6655	0.0535	0.206	1	0	0	0.0013	0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionIII;f__FamilyI;g__Microcoleus	7.6421	0.054	0.206	1	0.0039	0.0022	0	0.0017
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales Incertae Sedis;g__Candidatus Microthrix	7.6154	0.0547	0.206	1	2e-04	1e-04	4e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__	7.6154	0.0547	0.206	1	2e-04	3e-04	0.001	3e-04
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__	7.6154	0.0547	0.206	1	0.0311	0.0103	0.0186	0.0178
k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__	7.6154	0.0547	0.206	1	1e-04	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter	7.6154	0.0547	0.206	1	0.0041	0.0025	0.0018	0.0025
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__MND8;g__	7.6154	0.0547	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	7.6154	0.0547	0.206	1	0.0113	0.0191	1e-04	0.0179
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__	7.6035	0.055	0.206	1	5e-04	0	0	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Flexivirga	7.5525	0.0562	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Telmatobacter	7.5392	0.0566	0.206	1	1e-04	2e-04	0	1e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 11;f__;g__	7.5128	0.0572	0.206	1	0	0	0.0023	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 25;f__;g__	7.5128	0.0572	0.206	1	1e-04	0	0.0039	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya	7.5128	0.0572	0.206	1	4e-04	2e-04	1e-04	2e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parafilimonas	7.5128	0.0572	0.206	1	0.001	2e-04	1e-04	2e-04
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__;g__	7.5128	0.0572	0.206	1	0.002	0.0027	4e-04	0.006
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium	7.5128	0.0572	0.206	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;Other	7.5128	0.0572	0.206	1	0.0033	0.0087	0.0078	0.0062
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__	7.5128	0.0572	0.206	1	0.0011	4e-04	0.0012	4e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__288-2;g__	7.4877	0.0579	0.206	1	0	0	4e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Candidatus Nitrotoga	7.4615	0.0586	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1 clade;g__	7.4529	0.0588	0.206	1	0	0	0.0055	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Frankia	7.429	0.0594	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Haloactinopolyspora	7.429	0.0594	0.206	1	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__	7.429	0.0594	0.206	1	0	0	1e-04	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Aneurinibacillus	7.429	0.0594	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;Other	7.429	0.0594	0.206	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca	7.429	0.0594	0.206	1	3e-04	0	1e-04	0
k__Archaea;p__Thaumarchaeota;Other;Other;Other;Other	7.4241	0.0595	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Renibacterium	7.4241	0.0595	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseococcus	7.4241	0.0595	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Inhella	7.4241	0.0595	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B38;f__;g__	7.4241	0.0595	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium	7.416	0.0598	0.206	1	0	0	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azoarcus	7.416	0.0598	0.206	1	0	0	7e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter	7.4113	0.0599	0.206	1	0	0	0	0
