#OTU ID	CK	JXBR16	RW37	R37J16	taxonomy
SH023641.07FU_EF568081_refs	791	14	607	496	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Stachybotrys; s__Stachybotrys_chartarum
SH010857.07FU_JX524286_reps_singleton	0	2	13	2	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Ramichloridium; s__
SH018044.07FU_AF504837_reps_singleton	19	33	82	37	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__
SH496764.07FU_KM877209_reps_singleton	9	104	7	45	k__Fungi; p__; c__; o__; f__; g__; s__
SH013107.07FU_JQ354932_reps_singleton	4	1	1	6	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriales_fam_Incertae_sedis; g__Coniosporium; s__
SH490023.07FU_KJ138621_reps_singleton	0	3	0	5	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
SH496123.07FU_KT799180_reps_singleton	5	6	2	9	k__Fungi; p__; c__; o__; f__; g__; s__
SH032504.07FU_AF057614_reps	0	15	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
SH009260.07FU_JN206384_refs	0	3	2	5	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_gibberispora
SH497382.07FU_HG937143_reps_singleton	6	7	6	9	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__; s__
SH031938.07FU_HG799024_reps_singleton	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_zeae
SH020711.07FU_JN793949_reps	4	0	3	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__; s__
SH486764.07FU_KC191759_reps_singleton	9	0	80	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
SH020855.07FU_AF444668_refs	0	0	0	2	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__Auriculibuller; s__Auriculibuller_fuscus
SH476544.07FU_KC222744_reps_singleton	30	6	16	8	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
SH015500.07FU_AF050276_reps_singleton	88	190	430	530	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_pisciphila
SH022857.07FU_AB540575_refs	23	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_persicinum
SH490141.07FU_KT336510_reps_singleton	0	0	6	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__
SH023576.07FU_JQ889278_reps	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__Dinemasporium; s__Dinemasporium_pseudostrigosum
SH028076.07FU_JF449683_reps_singleton	0	0	1	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__; g__; s__
SH004878.07FU_NR_103570_reps	31	4	0	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH032510.07FU_AF145585_refs	0	0	0	3	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Schizopora; s__Schizopora_flavipora
SH005074.07FU_AF444321_refs	955	4761	404	2294	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__Cryptococcus; s__Cryptococcus_podzolicus
SH004773.07FU_HQ242934_reps	0	1	0	0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__; s__
SH029592.07FU_KF493901_reps_singleton	25	0	11	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
SH005485.07FU_JN626097_refs	66	36	17	22	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
SH028249.07FU_KC146356_refs	1	0	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_alternata
SH030694.07FU_EU041778_reps	108	54	18	157	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH030934.07FU_FR821312_reps_singleton	1	0	0	3	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Leptodiscella; s__
SH021605.07FU_AY970173_reps	0	2	1	1	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH495097.07FU_HG937110_reps_singleton	2043	527	611	2170	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH030064.07FU_JQ246357_reps	47	10	15	76	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH024162.07FU_GQ924016_reps	1	200	1	1064	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
SH022860.07FU_DQ993628_reps	5	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Stephanonectria; s__Stephanonectria_keithii
SH019088.07FU_KF849683_reps	8	0	0	0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__; s__
SH494713.07FU_KM387384_reps_singleton	10	10	4	6	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__
SH029164.07FU_HM141012_reps_singleton	1	0	1	0	k__Fungi; p__Basidiomycota; c__Pucciniomycetes; o__Septobasidiales; f__Septobasidiaceae; g__; s__
SH002207.07FU_KF533005_reps_singleton	1	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae; g__Botrytis; s__Botrytis_caroliniana
SH497238.07FU_KP735247_reps_singleton	43	28	47	97	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium; s__Cladosporium_halotolerans
SH009126.07FU_GQ999507_reps	6	26	7	16	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH005578.07FU_AB644383_reps	30	9	1	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_terreus
SH031348.07FU_KF675725_reps	3	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__; f__; g__; s__
SH028500.07FU_KF800239_reps	0	3	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
SH032364.07FU_HE965758_refs	13	28	0	310	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenales_fam_Incertae_sedis; g__Arthropsis; s__Arthropsis_hispanica
SH025020.07FU_KJ882910_reps	90	4	3	4	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
SH020437.07FU_AB847000_reps_singleton	125	18	36	82	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Annulatascaceae; g__Conlarium; s__
SH012773.07FU_HE605243_reps	0	1	1	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metacordyceps; s__Metacordyceps_chlamydosporia
SH019057.07FU_KF800196_reps_singleton	0	0	2	0	k__Plantae; p__; c__; o__; f__; g__; s__
SH019570.07FU_KF675611_reps	0	0	0	10	k__Fungi; p__; c__; o__; f__; g__; s__
SH497313.07FU_KR909181_reps_singleton	0	0	0	3	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
SH003950.07FU_AB520500_reps	0	0	1	8	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_gamsii
SH020783.07FU_KJ734954_reps	8	2	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
SH029355.07FU_AF062791_refs	22	3	0	15	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetes_ord_Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_echinulatum
SH014106.07FU_HQ914940_reps	0	0	678	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_acutatum
SH031162.07FU_KF156034_reps	0	0	18	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__; s__Pezizomycotina_fam_Incertae_
SH487475.07FU_HG936001_reps	10	17	48	21	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__
SH027131.07FU_JX666334_reps	0	0	2	2	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH029344.07FU_AF062809_refs	15	11	5	23	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetes_ord_Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_truncatum
SH489927.07FU_KJ472923_reps_singleton	33	37	7985	44	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_keratoplasticum
SH028573.07FU_AY997083_reps_singleton	4	0	0	0	k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiomycetes_ord_Incertae_sedis; f__Chytridiomycetes_fam_Incertae_sedis; g__Dendrochytridium; s__Dendrochytridium_crassum
SH018032.07FU_EU754958_reps	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__
SH000015.07FU_JF414846_reps	0	10	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Magnaporthales; f__Magnaporthaceae; g__Magnaporthiopsis; s__Magnaporthiopsis_incrustans
SH023608.07FU_AM495192_reps	41	1	0	0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__; g__; s__
SH029589.07FU_AB540572_refs	3	0	41	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
SH493100.07FU_KP714265_reps_singleton	27	4	68	21	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_alternatum
SH028165.07FU_GU721212_reps	133	275	1961	660	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__; f__; g__; s__
SH028346.07FU_AF165920_refs	19	0	0	0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__Paraglomeraceae; g__Paraglomus; s__Paraglomus_brasilianum
SH000314.07FU_GU909516_reps	6	7	2	12	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
SH014417.07FU_AB604002_refs	0	0	2	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Simplicillium; s__Simplicillium_aogashimaense
SH004961.07FU_KF800447_reps_singleton	30	1	2	5	k__Fungi; p__; c__; o__; f__; g__; s__
SH492248.07FU_JX338755_reps	4	1	14	27	k__Fungi; p__; c__; o__; f__; g__; s__
SH024998.07FU_EU620151_reps_singleton	0	3	6	69	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
SH012094.07FU_AJ292410_refs	32	32	4	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Pochonia; s__Pochonia_bulbillosa
SH010658.07FU_U85323_reps_singleton	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Leucocoprinus; s__Leucocoprinus_birnbaumii
SH012405.07FU_FJ917557_reps	0	0	0	6	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriales_fam_Incertae_sedis; g__Strelitziana; s__Strelitziana_mali
SH004159.07FU_KJ474829_reps	0	0	0	2	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Roussoella; s__Roussoella_hysterioides
SH024258.07FU_GQ924008_reps_singleton	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__
SH023891.07FU_L37406_refs	76	10	18	6	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
SH028984.07FU_JN205882_reps	1	0	1	3	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Cunninghamella; s__Cunninghamella_elegans
SH004731.07FU_AF487653_refs	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_asperellum
SH025274.07FU_HE599284_refs	0	2	19	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetes_ord_Incertae_sedis; f__Sordariomycetes_fam_Incertae_sedis; g__Phialemoniopsis; s__Phialemoniopsis_cornearis
SH017423.07FU_AY177305_refs	1	0	3	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Auxarthron; s__Auxarthron_thaxteri
SH491796.07FU_JX318087_reps_singleton	9	0	0	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH029739.07FU_JQ585537_refs	12	77	18	49	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
SH011575.07FU_EF495256_reps_singleton	0	0	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Diatrypaceae; g__Eutypella; s__Eutypella_vitis
SH004769.07FU_KJ572124_reps	1	3	4	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
SH005152.07FU_EU009994_reps_singleton	4	2	11	15	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__; g__; s__
SH000010.07FU_KF150197_reps	1	0	0	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH471112.07FU_JN890383_reps_singleton	0	9	1	4	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__; g__; s__
SH489726.07FU_JX331501_reps	0	0	36	6	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__
SH018503.07FU_AY046399_reps_singleton	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
SH493450.07FU_HG937035_reps	12	8	13	18	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__
SH005526.07FU_AY213647_reps	0	2	120	3	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_cinnamopurpureum
SH023910.07FU_GU973625_reps_singleton	32709	5925	5895	3014	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
SH027839.07FU_GU187842_reps_singleton	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
SH031218.07FU_KF887079_reps	98	104	47	147	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_oxysporum
SH000819.07FU_EU520634_reps	3573	74	112	272	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
SH008140.07FU_KF800556_reps_singleton	0	3	2	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Phoma; s__
SH497333.07FU_JX384519_reps_singleton	6	1	21	8	k__Fungi; p__; c__; o__; f__; g__; s__
SH017503.07FU_KF428689_reps_singleton	1454	902	567	1937	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
SH019177.07FU_KC978008_reps	22	9	2	11	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; s__
SH494987.07FU_KT581718_reps_singleton	0	22	0	1	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
SH469705.07FU_KF040479_reps_singleton	63	110	82	456	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariaceae; g__Neurospora; s__Neurospora_terricola
SH020977.07FU_FJ884121_reps_singleton	9	20	35	32	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_paxilli
SH021532.07FU_DQ485642_refs	57	9	415	474	k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Terramycetaceae; g__Boothiomyces; s__Boothiomyces_macroporosum
SH029357.07FU_FN812783_reps	12	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetes_ord_Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__
SH494815.07FU_KU515525_reps	2	12	0	6	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH008900.07FU_HQ630350_refs	0	0	0	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_fimbricystis
SH024171.07FU_HQ441577_reps_singleton	1	192	0	1100	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
SH489501.07FU_KT378108_reps	3	0	0	0	k__Fungi; p__Glomeromycota; c__; o__; f__; g__; s__
SH017582.07FU_JN713910_reps_singleton	22	8	3	14	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__; s__
SH008912.07FU_KF617497_reps_singleton	0	0	1	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_fimbricystis
SH468151.07FU_KF800321_reps_singleton	0	2	0	5	k__Fungi; p__; c__; o__; f__; g__; s__
SH000918.07FU_FJ528680_reps	2	6	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
SH022918.07FU_KF675686_reps_singleton	31	0	16	8	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
SH465246.07FU_HM036652_reps_singleton	1	2	0	9	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__; g__; s__
SH020888.07FU_JQ760143_reps	1	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Lecythophora; s__Lecythophora_luteoviridis
SH000375.07FU_UDB011831_refs	1	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus; s__Agaricus_subrufescens
SH489700.07FU_JX323590_reps_singleton	159	118	121	2003	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__
SH025374.07FU_KF874620_refs	22	5	2	4	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Acidomelania; s__Acidomelania_panicicola
SH014171.07FU_KF767326_reps_singleton	338	354	127	218	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__; g__; s__
SH032512.07FU_AF145586_refs	1	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Schizopora; s__Schizopora_ovispora
SH030611.07FU_AB000011_reps	17	12	9	6	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__
SH004395.07FU_KC771468_reps_singleton	0	3	7	2	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Periconia; s__Periconia_pseudobyssoides
SH013078.07FU_EU888622_refs	781	228	225	383	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
SH496412.07FU_KT315484_reps_singleton	83	91	67	279	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium; s__Cladosporium_halotolerans
SH027146.07FU_HQ850357_reps	7	3	0	5	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
SH004341.07FU_DQ420810_reps	0	0	2	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; g__Biappendiculispora; s__Biappendiculispora_japonica
SH025766.07FU_DQ103550_refs	4	0	17	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Lasiodiplodia; s__Lasiodiplodia_theobromae
SH482935.07FU_KF297088_reps_singleton	50	13	37	32	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
SH493925.07FU_HG935550_reps_singleton	49	2	0	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
SH005147.07FU_GQ999531_reps	0	0	2	8	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria; s__
SH026654.07FU_HM136648_reps	0	0	1	0	k__Fungi; p__; c__; o__; f__; g__; s__
SH013938.07FU_EU563611_reps	424	891	306	391	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Staphylotrichum; s__Staphylotrichum_boninense
SH488626.07FU_LC146758_reps_singleton	0	0	0	1	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Pseudosigmoidea; s__Pseudosigmoidea_ibarakiensis
SH019294.07FU_HQ115699_reps	158	634	655	256	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_curvulum
SH008310.07FU_GU966508_reps	1470	2839	616	3143	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Gongronella; s__Gongronella_butleri
SH031843.07FU_FJ175159_refs	4	9	2	47	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Zopfiella; s__Zopfiella_marina
SH001392.07FU_FJ613038_reps	0	18	1360	13	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_keratoplasticum
SH021624.07FU_JX089513_reps	17	1	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetes_ord_Incertae_sedis; f__Leotiomycetes_fam_Incertae_sedis; g__Geniculospora; s__Geniculospora_grandis
SH028699.07FU_HQ630286_refs	1	1	0	13	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__
SH003966.07FU_FN391349_reps	180	185	234	278	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__
SH007980.07FU_DQ102397_reps	1	5	0	41	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__; s__
SH007696.07FU_AF133787_reps	1	24	15	28	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__
SH007168.07FU_UDB015395_refs	3	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Trametes; s__Trametes_hirsuta
SH010656.07FU_AY176419_reps	279	0	1	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__; s__
SH488911.07FU_KP714275_reps_singleton	534	671	320	945	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_oxysporum
SH027827.07FU_FJ231504_reps	3	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
SH488968.07FU_KT340699_reps_singleton	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Phoma; s__
SH020013.07FU_GQ924056_reps	8	18	12	19	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__; g__; s__
SH026650.07FU_AB847008_reps	13	18	5	3	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
SH015381.07FU_JF691253_refs	0	3	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
SH020712.07FU_JX280779_reps	67	54	97	71	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_olivicolor
SH491930.07FU_KM052883_reps_singleton	6	13	8984	19	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__
SH013077.07FU_KF367499_reps_singleton	4	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__
SH032696.07FU_AY753348_refs	1	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
SH005797.07FU_JQ758141_reps	1	4	2	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
