Class	CK	CK	CK	JXBR16	JXBR16	JXBR16	RW37	RW37	RW37	R37J16	R37J16	R37J16
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Bipolaris|s__Bipolaris_maydis	0.00125951687188646	4.48028673835125e-05	0.000731439717176643	0	0	1.43008323084404e-05	0	0	0	2.90745568552959e-05	0	0.000102821721823176
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Bipolaris|s__Bipolaris_peregianensis	0	0	0	0	0	0	0	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Bipolaris|s__Bipolaris_sorokiniana	5.63962778456622e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia	0.0014851019832691	0.000380824372759857	0.000191567544974835	0.000423396913436501	0.000416622028592175	0.000200211652318165	0.000666938382303902	0.000551581794242198	0	0.00101760948993536	0.000591232152965595	0.00161576991436419
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia|s__Curvularia_lunata	0.000620359056302284	0.000291218637992832	0.000191567544974835	0.000232868302390076	8.33244057184349e-05	2.86016646168807e-05	0	0.000515995872033024	0	0.000377969239118847	0.000213849927668407	0.00129261593149136
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia|s__Curvularia_tripogonis	0	4.48028673835125e-05	0	0.000190528611046425	0.000297587163280125	0.000143008323084403	0.000592834117603468	0	0	0.000591182656057684	0.000327064595257563	0.000190954626243041
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia|s__Curvularia_tuberculata	0.000620359056302284	0	0	0	0	0	0	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia|s__Curvularia_uncinata	0.000244383870664536	4.48028673835125e-05	0	0	3.5710459593615e-05	2.86016646168807e-05	7.41042647004335e-05	1.7792961104587e-05	0	0	3.77382225297189e-05	0.000132199356629798
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Exserohilum	0.000131591314973212	2.24014336917563e-05	1.74152313613486e-05	0	0	0	0	0	0.00131362343903291	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Exserohilum|s__Exserohilum_rostratum	0.000131591314973212	2.24014336917563e-05	1.74152313613486e-05	0	0	0	0	0	0.00131362343903291	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis	0.0209418178400226	0.0157258064516129	0.00202016683791644	0.00209581472151068	0.00111892773393327	0.00100105826159082	0.00481677720552818	0.00790007473043665	0	0.0128994117247997	0.00398767218064029	0.00132199356629798
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Ascochyta	0.0198326910423912	0.000336021505376344	0.000330889395865624	0.000719774752842052	0.00033329762287374	0.000243114149243486	0.00314943124976842	0.00357638518202199	0	0.00134712113429538	0.00210076105415435	0.000146888174033109
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Ascochyta|s__Ascochyta_maackiae	0.0198326910423912	0.000336021505376344	0.000330889395865624	0.000719774752842052	0.00033329762287374	0.000243114149243486	0.00314943124976842	0.00357638518202199	0	0.00134712113429538	0.00210076105415435	0.000146888174033109
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Didymella	0	2.24014336917563e-05	0	0	1.1903486531205e-05	0.000114406658467523	0	1.7792961104587e-05	0	0.000688097845575337	0.000188691112648594	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Didymella|s__Didymella_glomerata	0	2.24014336917563e-05	0	0	1.1903486531205e-05	0.000100105826159082	0	1.7792961104587e-05	0	0.000678406326623572	0.000188691112648594	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Herpotrichia	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Herpotrichia|s__Herpotrichia_juniperi	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Massariosphaeria	0.00107152927906758	0.0152777777777778	0.000714024485815294	0.000889133518216652	0.000583270840029045	0.000286016646168807	0.00122272036755715	0.00234867086580549	0	0.0103796167973407	0.0014088936411095	0.00102821721823176
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Periconia	0	2.24014336917563e-05	0.000853346336706083	8.46793826873002e-05	0	0.000128707490775963	0.000407573455852384	0.00156578057720366	0	4.84575947588265e-05	1.25794075099063e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Periconia|s__Periconia_digitata	0	0	0.000104491388168092	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Periconia|s__Periconia_pseudobyssoides	0	0	0	0	0	0.000128707490775963	0	0.000854062133020177	0	4.84575947588265e-05	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Phellinocrescentia	0	0	0	0	0	0	0	0	0	0	0.000201270520158501	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Phellinocrescentia|s__Phellinocrescentia_guianensis	0	0	0	0	0	0	0	0	0	0	0.000201270520158501	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Phoma	3.75975185637748e-05	2.24014336917563e-05	0.000104491388168092	0.000402227067764676	0.000178552297968075	0.000228813316935046	1.85260661751084e-05	0.000373652183196327	0	0.000222904935890602	7.54764450594377e-05	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Phoma|s__Phoma_calidophila	3.75975185637748e-05	2.24014336917563e-05	0.000104491388168092	0.000381057222092851	0.00016664881143687	0.000214512484626605	1.85260661751084e-05	0.000284687377673392	0	0.000174447341131776	3.77382225297189e-05	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Pyrenochaeta	0	0	1.74152313613486e-05	0	0	0	0	0	0	0.00016475582218001	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|g__Shiraia	0	0	0	0	0	0	0	0	0	4.84575947588266e-05	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporales_fam_Incertae_sedis|s__Pleosporales_fam_Incertae_	0	0	0	0	1.1903486531205e-05	0	1.85260661751084e-05	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Sporormiaceae	1.87987592818874e-05	0.000112007168458781	1.74152313613486e-05	0	7.14209191872299e-05	0	0.000277890992626626	7.11718444183481e-05	0	7.75321516141225e-05	8.8055852569344e-05	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Sporormiaceae|g__Preussia	0	0	0	0	0	0	0	0	0	0	8.8055852569344e-05	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Sporormiaceae|g__Westerdykella	0	0	0	0	7.14209191872299e-05	0	5.55781985253251e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Sporormiaceae|g__Westerdykella|s__Westerdykella_angulata	0	0	0	0	0	0	5.55781985253251e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Sporormiaceae|g__Westerdykella|s__Westerdykella_dispersa	0	0	0	0	7.14209191872299e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Tetraplosphaeriaceae	0	0	3.48304627226973e-05	0	1.1903486531205e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Tetraplosphaeriaceae|g__Quadricrura	0	0	3.48304627226973e-05	0	1.1903486531205e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Tetraplosphaeriaceae|g__Quadricrura|s__Quadricrura_meridionalis	0	0	3.48304627226973e-05	0	1.1903486531205e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Tubeufiales	0.000263182629946424	0.000649641577060932	0.000783685411260688	0.00182060672777695	0.000773726624528325	0.00147298572776936	0.00259364926451517	0.00154798761609907	0	0.000377969239118847	0.0011950437134411	0.000293776348066217
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Tubeufiales|f__Tubeufiaceae	0.000263182629946424	0.000649641577060932	0.000783685411260688	0.00182060672777695	0.000773726624528325	0.00147298572776936	0.00259364926451517	0.00154798761609907	0	0.000377969239118847	0.0011950437134411	0.000293776348066217
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Tubeufiales|f__Tubeufiaceae|g__Acanthostigma	0	0	0	0	0	0	0	0	0	9.69151895176531e-06	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Tubeufiales|f__Tubeufiaceae|g__Acanthostigma|s__Acanthostigma_scopulum	0	0	0	0	0	0	0	0	0	9.69151895176531e-06	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Tubeufiales|f__Tubeufiaceae|g__Helicoma	0.000150390074255099	0.000492831541218638	0.00050504170947911	8.46793826873002e-05	0	1.43008323084404e-05	3.70521323502168e-05	0.000391445144300915	0	0	0	0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Tubeufiales|f__Tubeufiaceae|g__Helicosporium	3.75975185637748e-05	2.24014336917563e-05	0	0.000317547685077376	9.52278922496399e-05	0.000185910820009725	1.85260661751084e-05	1.7792961104587e-05	0	0.000135681265324714	0.000402541040317001	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Tubeufiales|f__Tubeufiaceae|g__Helicosporium|s__Helicosporium_pallidum	3.75975185637748e-05	2.24014336917563e-05	0	0.000232868302390076	0	0	0	0	0	1.93830379035306e-05	0	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales	0.00103393176050381	0.000156810035842294	0.000487626478117762	0.0015242288883714	0.00155935673558785	0.000185910820009725	0.000889251176405202	0.000925233977438525	0	0.00202552746091895	0.000956034970752878	0.000117510539226487
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales|f__Venturiaceae	0.000206786352100761	2.24014336917563e-05	0.000139321850890789	4.23396913436501e-05	0.000416622028592175	4.29024969253211e-05	0.00068546444847901	0.000622753638660546	0	0.000174447341131776	0.000239008742688219	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales|f__Venturiaceae|g__Veronaeopsis	0.000169188833536987	0	0.000139321850890789	4.23396913436501e-05	0.000416622028592175	4.29024969253211e-05	0.00068546444847901	0.000622753638660546	0	0.000174447341131776	0.000113214667589157	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales|f__Venturiaceae|g__Veronaeopsis|s__Veronaeopsis_simplex	0.000169188833536987	0	0.000139321850890789	4.23396913436501e-05	0.000416622028592175	4.29024969253211e-05	0.00068546444847901	0.000622753638660546	0	0.000174447341131776	0.000113214667589157	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes	0.130576181971988	0.543145161290351	0.34853102523466	0.424751783559482	0.486066969015212	0.74400080084664	0.250416836488942	0.152040852638691	0.00948358524972702	0.322911719953862	0.185244354990876	0.590798924778551
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Arachnomycetales	0	0	0	0	0	0	0	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Arachnomycetales|f__Arachnomycetaceae	0	0	0	0	0	0	0	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Arachnomycetales|f__Arachnomycetaceae|g__Arachnomyces	0	0	0	0	0	0	0	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Arachnomycetales|f__Arachnomycetaceae|g__Arachnomyces|s__Arachnomyces_gracilis	0	0	0	0	0	0	0	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales	0.0395525895290912	0.0371863799283154	0.0336810574528483	0.0135698710756399	0.0215334071349498	0.00449046134485028	0.0307903219830301	0.0450695704779191	0	0.0462770029946791	0.0414743065601611	0.0154379470908797
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriaceae	0.00078954788983927	0.000470430107526882	0.000313474164504275	0.000211698456718251	4.761394612482e-05	4.29024969253211e-05	0.000129682463225759	5.33788833137611e-05	0	7.75321516141225e-05	6.28970375495314e-05	8.81329044198652e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriaceae|g__Cyphellophora	0.00078954788983927	0.000470430107526882	0.000313474164504275	0.000211698456718251	4.761394612482e-05	4.29024969253211e-05	0.000129682463225759	5.33788833137611e-05	0	7.75321516141225e-05	6.28970375495314e-05	8.81329044198652e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriaceae|g__Cyphellophora|s__Cyphellophora_europaea	0	2.24014336917563e-05	0	0	0	4.29024969253211e-05	1.85260661751084e-05	0	0	0	3.77382225297189e-05	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriaceae|g__Cyphellophora|s__Cyphellophora_musae	0.000150390074255099	0.00017921146953405	8.70761568067432e-05	8.46793826873002e-05	0	0	7.41042647004335e-05	0	0	2.90745568552959e-05	1.25794075099063e-05	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriaceae|g__Cyphellophora|s__Cyphellophora_sessilis	0	0	0	0	0	0	1.85260661751084e-05	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis	0.00265062505874612	0.00477150537634408	0.00200275160655509	0.000825623981201177	0.00059517432656025	0.000500529130795412	0.000666938382303902	0.00113874951069357	0	0.00160879214599304	0.00410088684822945	0.000455353339502637
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Bradymyces	9.3993796409437e-05	0	0	0	1.1903486531205e-05	1.43008323084404e-05	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Bradymyces|s__Bradymyces_oncorhynchi	9.3993796409437e-05	0	0	0	1.1903486531205e-05	1.43008323084404e-05	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Coniosporium	0.0020866622802895	0.00477150537634408	0.00200275160655509	0.000613925524482927	0.000583270840029045	0.000471927466178532	0.000518729852903035	0.00112095654958898	0	0.00160879214599304	0.00394993395811057	0.000455353339502637
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Melnikomyces	0.00043237146348341	0	0	0.00012701907403095	0	1.43008323084404e-05	0.000129682463225759	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Melnikomyces|s__Melnikomyces_vietnamensis	0.00043237146348341	0	0	0.00012701907403095	0	1.43008323084404e-05	0.000129682463225759	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Staninwardia	0	0	0	8.46793826873002e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Staninwardia|s__Staninwardia_suttonii	0	0	0	8.46793826873002e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Strelitziana	3.75975185637748e-05	0	0	0	0	0	1.85260661751084e-05	0	0	0	0.000150952890118875	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Strelitziana|s__Strelitziana_albiziae	3.75975185637748e-05	0	0	0	0	0	1.85260661751084e-05	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Chaetothyriales_fam_Incertae_sedis|g__Strelitziana|s__Strelitziana_mali	0	0	0	0	0	0	0	0	0	0	0.000125794075099063	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae	0.0214869818591974	0.0266129032258066	0.0232493338674005	0.00829857950335543	0.0145698675141949	0.00225953150473358	0.0191003742265367	0.0351944770648732	0	0.0311582334299257	0.0230454745581484	0.0102821721823176
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Capronia	0	0	5.22456940840459e-05	0	0	0	0	0	0	4.84575947588266e-05	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Capronia|s__Capronia_semi-immersa	0	0	5.22456940840459e-05	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Cladophialophora	0.0198138922831094	0.0239023297491041	0.0218212848957699	0.00404344052331859	0.0104155507148043	0.00117266824929211	0.0101522842639594	0.0149460873278531	0	0.0197416241047461	0.0146172715265111	0.00680092245773291
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Cladophialophora|s__Cladophialophora_bantiana	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Cladophialophora|s__Cladophialophora_immunda	0	0	0	0	0	0	0	0	0	1.93830379035306e-05	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Cladophialophora|s__Cladophialophora_modesta	0	0	0	0	8.33244057184349e-05	0	0	0	0	0.000290745568552959	0.00010063526007925	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Cladophialophora|s__Cladophialophora_pucciniophila	0	0	0	0	1.1903486531205e-05	0	1.85260661751084e-05	3.5585922209174e-05	0	6.78406326623572e-05	2.51588150198126e-05	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala	0.000751950371275496	0.00156810035842294	0.000835931105344734	0.00306962762241463	0.00230927638705377	0.000657838286188256	0.00583571084515914	0.0139318885448916	0	0.00905187870094881	0.00410088684822945	0.00210050088867345
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala_equina	0.000300780148510198	0.0003584229390681	0.000313474164504275	0.000910303363888477	0.00054756038043543	8.58049938506421e-05	0.00100040757345585	0.0021885342158642	0	0.0024034967000378	0.00118246430593119	0.000910706679005273
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala_pisciphila	0.000375975185637748	0.00116487455197133	0.000470211246756413	0.00203230518449521	0.00170219857396231	0.000557732460029174	0.00479825113935307	0.0117077684068183	0	0.00651270073558629	0.00286810491225863	0.00116041657486156
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala_sideris	1.87987592818874e-05	0	0	0	0	0	0	0	0	0	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala|s__Exophiala_xenobiotica	0	0	3.48304627226973e-05	0	0	0	3.70521323502168e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Metulocladosporiella	7.51950371275496e-05	4.48028673835125e-05	5.22456940840459e-05	0.000148188919702775	0.00045233248818579	2.86016646168807e-05	0.00114861610285672	0.00443044731504217	0	0.000881928224610643	0.000113214667589157	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Metulocladosporiella|s__Metulocladosporiella_musae	7.51950371275496e-05	2.24014336917563e-05	5.22456940840459e-05	0.000148188919702775	0.0002380697306241	2.86016646168807e-05	0.00113009003668161	0.00427031066510089	0	0.000668714807671806	0.00010063526007925	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Metulocladosporiella|s__Metulocladosporiella_musicola	0	2.24014336917563e-05	0	0	0.00021426275756169	0	1.85260661751084e-05	0.000160136649941283	0	0.000213213416938837	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Phaeococcomyces	0	0	1.74152313613486e-05	0	0.00014284183837446	1.43008323084404e-05	1.85260661751084e-05	8.89648055229351e-05	0	0.000174447341131776	0.000188691112648594	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Phaeococcomyces|s__Phaeococcomyces_catenatus	0	0	1.74152313613486e-05	0	0.00014284183837446	1.43008323084404e-05	1.85260661751084e-05	8.89648055229351e-05	0	0.000174447341131776	0.000188691112648594	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Phialophora	3.75975185637748e-05	0	6.96609254453945e-05	0	1.1903486531205e-05	0	0	0	0	2.90745568552959e-05	0	0
