#Base	Mean
1	32.67713064199607
2	33.95438744042613
3	32.41466218110457
4	32.41183067003084
5	33.53858985141576
6	37.90162601626016
7	38.49172273619288
8	38.878763666947016
9	38.379499579478555
10	38.267206335856464
11	38.65082702551163
12	38.7814900476591
13	38.95910428931875
14	38.953777684328564
15	39.0340622371741
16	38.97388561816653
17	38.998219792542756
18	38.67516119988786
19	38.598871600784975
20	38.60667928231006
21	39.06089150546678
22	38.89331370899916
23	38.91338659938324
24	39.156062517521725
25	39.26852396972246
26	38.499425287356324
27	38.985548079618724
28	39.135863470703676
29	38.70620269133726
30	38.50534763106252
31	38.20857162881973
32	38.92245584524811
33	38.93522567984301
34	38.98774179983179
35	39.02148864592094
36	39.123135688253434
37	39.0389963554808
38	38.77474768713204
39	38.605971404541634
40	38.86822960470984
41	38.4442879170171
42	38.9274530417718
43	38.90719792542753
44	38.661963835155596
45	38.60613961312027
46	38.981041491449396
47	38.88067003083824
48	39.00398093636109
49	38.899172974488366
50	38.517542753013736
51	38.50045556490048
52	38.44221334454724
53	38.62967479674797
54	38.884700028034764
55	38.83300392486684
56	38.416484440706476
57	38.7648023549201
58	38.52192318474909
59	38.6220703672554
60	38.8163863190356
61	38.831903560414915
62	38.78694981777404
63	38.66934398654331
64	38.828714606111575
65	38.45428931875526
66	38.563716007849735
67	37.810274740678445
68	38.005046257359126
69	38.031132604429494
70	38.519771516680684
71	38.52605831230726
72	38.0987734791141
73	38.7125595738716
74	38.72898093636109
75	38.625301373703394
76	38.74676198486123
77	38.43192458648724
78	38.239010372862346
79	38.389921502663306
80	38.488456686291
81	38.65398794505187
82	38.379618727221754
83	38.579878048780486
84	38.84118306700309
85	38.24522007289038
86	38.098801513877206
87	38.195752733389405
88	38.31740257919821
89	38.61837678721615
90	38.61040089711242
91	38.886066722736196
92	38.902410989627136
93	38.38039669189796
94	38.342304457527334
95	38.005228483319314
96	38.50487804878049
97	38.54313849172974
98	38.404037005887304
99	38.73931875525652
100	38.2706055508831
101	37.90973507148865
102	36.21039388842164
103	37.12043033361368
104	37.62460050462574
105	38.37999018783291
106	38.533985141575556
107	38.59687412391365
108	38.49969161760583
109	38.2798149705635
110	38.67470563498738
111	38.6180613961312
112	38.37588309503785
113	38.204864031398934
114	38.103062797869356
115	38.15635688253434
116	38.05666526492851
117	37.926359686010656
118	37.942444631342866
119	38.02940145780768
120	38.0466498458088
121	38.08624194000561
122	37.9851976450799
123	37.97492290440146
124	38.00008410428932
125	37.92199327165685
126	37.94488365573311
127	37.876808242220356
128	37.81566442388562
129	37.91676478833754
130	37.72618446874124
131	37.70002102607233
132	37.799460330810206
133	37.827978693580036
134	37.885456966638635
135	37.782695542472666
136	37.74243061396131
137	37.626717129240255
138	37.72253294084665
139	37.84821278385198
140	37.864115503224
141	37.84932716568545
142	37.65833333333333
143	37.822035323801515
144	37.703392206335856
145	37.708242220353235
146	37.84364311746566
147	37.833739837398376
148	37.80770955985422
149	37.92460050462574
150	37.78446173254836
151	37.823465096719936
152	37.68776282590412
153	37.72215447154471
154	37.8704233249229
155	37.86135407905803
156	37.86437482478273
157	37.837594617325486
158	37.87007289038408
159	37.84727361928792
160	37.81070927950659
161	37.87393467900196
162	37.816750770955984
163	37.807961872722174
164	37.76327446033081
165	37.71935800392487
166	37.40189935520045
167	37.192283431455
168	37.3415965797589
169	37.45018222596019
170	37.650665825623776
171	37.53921362489487
172	37.41368096439585
173	37.12224558452481
174	37.051282590412114
175	37.32258901037286
176	37.36482338099243
177	37.44043313708999
178	37.06177460050463
179	37.20029436501262
180	37.19786935800393
181	37.23605971404542
182	37.14209419680404
183	37.08783992150266
184	37.156735351836275
185	37.302964676198485
186	36.89616624614522
187	36.64449116904962
188	36.69912391365293
189	36.809945332211946
190	36.79029296327446
191	36.63993552004486
192	36.87439725259321
193	36.88106952621251
194	36.674257078777686
195	36.58249229044014
196	36.560260723296885
197	36.58808522567984
198	36.729275301373704
199	36.82996916176058
200	37.125707877768434
201	37.389984580880295
202	37.49613120269134
203	37.506244743481915
204	37.260302775441545
205	37.391176058312304
206	37.21949116904962
207	37.246257359125316
208	37.41622511914775
209	37.23626296607794
210	37.31673675357443
