OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Plantae;p__Chlorophyta;c__;o__;f__	4.8462	0.1834	0.647	1	0.0027	0.0033	5e-04	0.002
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	4.7949	0.1874	0.647	1	3e-04	8e-04	0.0016	0.0044
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis	4.7694	0.1895	0.647	1	1e-04	0	2e-04	0.0021
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae	4.7436	0.1916	0.647	1	0.0011	1e-04	7e-04	5e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis	4.7436	0.1916	0.647	1	0.0483	0.0235	0.0054	0.0263
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis	4.641	0.2001	0.647	1	8e-04	0.0023	5e-04	0.0022
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae	4.6058	0.203	0.647	1	3e-04	2e-04	9e-04	7e-04
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis	4.5897	0.2044	0.647	1	0.0099	0.0221	0.0137	0.0243
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__	4.4386	0.2178	0.647	1	0	1e-04	0	2e-04
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae	4.4359	0.2181	0.647	1	1e-04	0.0015	7e-04	0.0014
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Terramycetaceae	4.4359	0.2181	0.647	1	5e-04	0.0065	1e-04	0.0038
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Annulatascaceae	4.3846	0.2228	0.647	1	0.0022	0.0014	3e-04	0.0023
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__	4.3735	0.2239	0.647	1	0	1e-04	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae	4.3735	0.2239	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__	4.3735	0.2239	0.647	1	0	0	0	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae	4.3735	0.2239	0.647	1	0	0	0	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__Paraglomeraceae	4.3681	0.2244	0.647	1	9e-04	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae	4.3533	0.2258	0.647	1	0	0	0	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Glomerellaceae	4.2308	0.2376	0.647	1	5e-04	0.001	1e-04	8e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis	4.2308	0.2376	0.647	1	4e-04	2e-04	1e-04	2e-04
k__Fungi;p__Basidiomycota;c__Ustilaginomycotina_cls_Incertae_sedis;o__Malasseziales;f__Malasseziaceae	4.218	0.2389	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriales_fam_Incertae_sedis	4.1813	0.2425	0.647	1	0.0011	3e-04	2e-04	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	4.1282	0.2479	0.647	1	0.0205	0.007	0.0035	0.0049
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae	4.113	0.2495	0.647	1	1e-04	0	0	1e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae	4.1078	0.2501	0.647	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Mucorales_fam_Incertae_sedis	3.9988	0.2616	0.647	1	1e-04	0	1e-04	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__	3.9855	0.263	0.647	1	6e-04	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	3.9231	0.2699	0.647	1	0.0345	0.2695	0.0399	0.0684
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae	3.8227	0.2813	0.647	1	2e-04	0	1e-04	1e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis	3.8205	0.2815	0.647	1	0.0129	0.0042	0.0014	0.0061
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae	3.8205	0.2815	0.647	1	9e-04	3e-04	4e-04	4e-04
k__Fungi;p__Chytridiomycota;c__;o__;f__	3.8205	0.2815	0.647	1	3e-04	4e-04	4e-04	1e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae	3.7953	0.2844	0.647	1	2e-04	0.0012	1e-04	0.001
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae	3.7769	0.2866	0.647	1	1e-04	0	1e-04	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__;f__	3.7707	0.2873	0.647	1	2e-04	1e-04	1e-04	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__	3.7251	0.2927	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Arthoniales;f__Roccellaceae	3.7211	0.2932	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae	3.7211	0.2932	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	3.7179	0.2936	0.647	1	0.0238	0.0181	0.0084	0.0215
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__	3.7179	0.2936	0.647	1	0.0109	0.0014	0.0025	9e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae	3.6813	0.298	0.647	1	1e-04	0	0	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__;f__	3.68	0.2982	0.647	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae	3.6667	0.2998	0.647	1	3e-04	1e-04	7e-04	3e-04
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae	3.6268	0.3047	0.647	1	0	2e-04	0	2e-04
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	3.5626	0.3127	0.647	1	2e-04	1e-04	0	5e-04
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae	3.5128	0.3191	0.647	1	0.0015	6e-04	0.0018	0.0028
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae	3.5128	0.3191	0.647	1	0.0025	0.0247	0.0198	1e-04
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Rhizophydiaceae	3.5128	0.3191	0.647	1	7e-04	2e-04	1e-04	2e-04
k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Lichinaceae	3.4586	0.3262	0.647	1	0	5e-04	3e-04	2e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_Group_B	3.359	0.3395	0.647	1	0.0257	0.0021	0.0087	0.0089
k__Fungi;p__Ascomycota;c__;o__;f__	3.3077	0.3466	0.647	1	0.0389	0.0516	0.0186	0.0424
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Gigasporaceae	3.2203	0.3589	0.647	1	1e-04	1e-04	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__	3.2051	0.3611	0.647	1	0.0094	0.0065	0.0041	0.0108
k__Fungi;p__Ascomycota;c__Neolectomycetes;o__Neolectales;f__Neolectaceae	3.1766	0.3652	0.647	1	0	0	1e-04	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae	3.1766	0.3652	0.647	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae	3.1565	0.3681	0.647	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__	3.1565	0.3681	0.647	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__;f__	3.1538	0.3685	0.647	1	0.0023	0.0089	0.0023	0.006
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__	3.1026	0.3761	0.647	1	5e-04	2e-04	6e-04	5e-04
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae	3.005	0.3909	0.647	1	6e-04	0	0	0
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae	3	0.3916	0.647	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Bambusicolaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Arachnomycetales;f__Arachnomycetaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Coryneliales;f__Coryneliaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Eurotiales_fam_Incertae_sedis	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetidae_ord_Incertae_sedis;f__Eurotiomycetidae_fam_Incertae_sedis	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariales_fam_Incertae_sedis	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__;f__	3	0.3916	0.647	1	0	0	1e-04	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanoromycetidae_ord_Incertae_sedis;f__Coniocybaceae	3	0.3916	0.647	1	0	0	0	2e-04
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Thelotremataceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Nephromataceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Icmadophilaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Ceratocystidaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__	3	0.3916	0.647	1	6e-04	9e-04	0.0014	0.001
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae	3	0.3916	0.647	1	0	1e-04	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae	3	0.3916	0.647	1	0	0	6e-04	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae	3	0.3916	0.647	1	0	1e-04	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis	3	0.3916	0.647	1	0	0	0	5e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Limnoperdaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Microsporomycetaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Ceraceosorales;f__	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__;f__	3	0.3916	0.647	1	0	0	0	1e-04
k__Fungi;p__Chytridiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Blastocladiaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiomycetes_ord_Incertae_sedis;f__Chytridiomycetes_fam_Incertae_sedis	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis	3	0.3916	0.647	1	0	0.0051	0	0
k__Fungi;p__Zygomycota;c__Kickxellomycotina_cls_Incertae_sedis;o__Harpellales;f__Legeriomycetaceae	3	0.3916	0.647	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae	2.9652	0.397	0.6519	1	0	1e-04	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae	2.9462	0.4	0.6528	1	4e-04	0.0017	2e-04	5e-04
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__	2.8377	0.4173	0.6725	1	0	0	0	0
k__Protozoa;p__;c__;o__;f__	2.8377	0.4173	0.6725	1	0	0	0	0
No blast hit;Other;Other;Other;Other	2.7949	0.4243	0.6725	1	0.0028	0.0018	0.0014	0.0022
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae	2.7949	0.4243	0.6725	1	0.0029	0.0028	0.0015	0.0046
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Lobariaceae	2.7772	0.4273	0.6725	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae	2.7772	0.4273	0.6725	1	1e-04	0	0	2e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis	2.7532	0.4313	0.6748	1	2e-04	1e-04	1e-04	2e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae	2.6923	0.4415	0.6789	1	6e-04	0.0014	0.0014	6e-04
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae	2.6923	0.4415	0.6789	1	0.0054	0.0011	0.0012	0.0048
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__	2.6923	0.4415	0.6789	1	0.0545	0.04	0.0403	0.021
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis	2.6464	0.4494	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbaceae	2.632	0.4519	0.6821	1	0	0	0	1e-04
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis	2.6265	0.4529	0.6821	1	0	0	2e-04	1e-04
k__Protista;p__Cercozoa;c__;o__;f__	2.5897	0.4593	0.6821	1	3e-04	5e-04	3e-04	3e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	2.5826	0.4605	0.6821	1	1e-04	0	0	0
k__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__Harpochytriaceae	2.564	0.4638	0.6821	1	0	1e-04	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae	2.5564	0.4652	0.6821	1	0	0	0	0
