	sequences per sample	iteration	CK1	CK2	CK3	JXBR161	JXBR162	JXBR163	RW371	RW372	RW373	R37J161	R37J162	R37J163
alpha_rarefaction_91540_4.txt	91540	4	31559.7164751	32253.9835045	29722.275	28435.5420883	21610.181314	26412.3506651	26731.0666667	29035.2460568	38979.4857376	35598.0399719	32236.5577568	25417.220978
alpha_rarefaction_91540_5.txt	91540	5	31589.0948718	32282.4412867	28776.8160118	28417.0291686	21223.0037329	26227.5348064	26530.2076229	29652.4845238	38704.5053735	35923.2109129	31326.5675439	25017.0401786
alpha_rarefaction_91540_6.txt	91540	6	31492.2213489	32262.2916667	29557.0944735	28445.6948022	21399.8776283	26291.0840336	26261.8189401	29175.225039	38626.7201946	36135.0436742	31245.6115702	24910.4688077
alpha_rarefaction_91540_7.txt	91540	7	31382.5840909	32372.584375	28886.9554974	28525.6796657	21007.9913295	26165.2623144	25999.5729271	29675.9390195	39160.0868857	35554.5705584	31595.4938453	25248.4297428
alpha_rarefaction_91540_8.txt	91540	8	31437.1831129	31641.9609544	29323.1561912	28838.932299	21174.4834103	26321.1153846	25231.316474	29173.1153389	39180.6880109	35627.306685	31101.3589819	24916.866716
alpha_rarefaction_91540_9.txt	91540	9	31635.5261156	32747.1434492	29310.751663	28728.8656962	21425.5464668	26257.2027804	26758.0829585	30115.8626506	38707.0121457	35003.2567063	32252.6545621	24501.1632432
alpha_rarefaction_101710_0.txt	101710	0	31526.2850023	33388.4575145	29971.8081633	28046.1733007	21806.7427337	26155.1388594	27082.5299184	30412.4664017	40006.9563224	36313.9483568	32350.3977516	25765.2688064
alpha_rarefaction_101710_1.txt	101710	1	31528.9789259	32819.3673702	29576.7628032	28462.3960314	21709.8119891	26115.7220923	27359.928934	30254.2162832	39709.5254114	36437.9562655	32159.9101273	25256.9824329
alpha_rarefaction_101710_2.txt	101710	2	31522.9642048	32398.1621088	29670.6997985	28643.0118899	21487.8333333	26061.4440714	27005.6395084	30015.7505447	40064.5384044	36604.6457877	31323.7593597	25181.6853333
alpha_rarefaction_101710_3.txt	101710	3	31523.9642048	33111.7892454	29825.7058025	28357.4122609	21889.64722	26300.7397667	27212.3958707	30351.1304506	39690.8356064	36568.9421822	32035.4792383	25632.4788826
alpha_rarefaction_101710_4.txt	101710	4	31528.9789259	32811.8976691	29668.1906218	28814.2613636	21191.5641711	26402.0699937	27439.3238583	30648.2180561	39123.1670644	36832.6975425	31853.9479937	25433.1915037
alpha_rarefaction_101710_5.txt	101710	5	31523.9642048	32913.225724	29631.7144316	28411.3069711	21107.8491493	26338.3787975	27187.0930549	30254.3554348	39174.0224504	36566.1690535	31909.8279513	25135.8888522
alpha_rarefaction_101710_6.txt	101710	6	31523.9642048	32552.9303165	29638.0927662	28260.502759	21584.9830378	26138.2639093	27191.2516734	30360.4553441	40302.9967909	37154.7719133	31717.3574841	25484.3737001
alpha_rarefaction_101710_7.txt	101710	7	31528.9789259	32941.6629661	29928.5598772	28155.1786448	21440.4221453	26327.281795	27393.3040293	29818.5278571	40286.2159257	36600.516429	31867.4949153	25515.1622807
alpha_rarefaction_101710_8.txt	101710	8	31517.3232895	32867.242988	29993.5131579	29079.7467057	21722.315729	25873.9434755	27207.4073907	30648.9803993	38934.0179986	36483.5694228	32123.1315789	24934.5961228
alpha_rarefaction_101710_9.txt	101710	9	31520.6436339	32332.4978974	29802.008273	28662.5648264	21990.5458498	26169.5006356	27498.1150647	30153.2325665	40094.5233737	37139.0966123	32731.7457858	25344.1129141
