# Constructed from biom file
#OTU ID	CK	JXBR16	R37J16	RW37
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__	0.000966146235894	0.000268427017676	0.000131601510626	0.000172059587676
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus	0.00997707012933	0.448506750442	0.249536403769	0.00644535215436
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Emericella	1.28819498119e-05	0.0	3.98792456442e-06	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Paecilomyces	1.93229247179e-05	0.0	1.19637736933e-05	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium	0.262263616221	0.0778189807727	0.0490873634634	0.0512427864018
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Rasamsonia	1.28819498119e-05	0.0	0.000115649812368	6.88238350706e-06
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella	6.44097490596e-06	2.48543534886e-05	9.17222649816e-05	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.00958417066007	0.00713817032191	0.000458611324908	0.00319342594727
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetidae_ord_Incertae_sedis;f__Eurotiomycetidae_fam_Incertae_sedis;g__Pseudospiromastix	0.0	0.0	1.99396228221e-05	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__;g__	6.44097490596e-06	2.98252241863e-05	0.000163504907141	6.88238350706e-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae;g__	0.0	0.0	3.19033965154e-05	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae;g__Spiromastix	4.50868243417e-05	0.000333048336747	0.00024326339843	4.12943010423e-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Keratinomyces	6.44097490596e-06	4.97087069771e-06	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Gymnoascus	6.44097490596e-06	0.0	0.0	6.88238350706e-06
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Aphanoascus	0.0042188385634	0.00801304356471	0.00954709140722	0.00148315364577
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Auxarthron	0.000380017519452	0.0	7.97584912884e-06	2.75295340282e-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Chrysosporium	0.0	1.49126120931e-05	5.98188684663e-05	0.000474884461987
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Nannizziopsis	1.28819498119e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Neogymnomyces	0.0	0.0	1.59516982577e-05	2.06471505212e-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Arthropsis	9.01736486835e-05	0.000178951345118	0.00200193813134	3.44119175353e-06
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__	3.22048745298e-05	1.98834827908e-05	8.77343404172e-05	3.44119175353e-06
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Dermatocarpon	0.0	0.0	2.39275473865e-05	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Polyblastia	0.0	4.97087069771e-06	3.98792456442e-06	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Thelidium	0.0	4.97087069771e-06	7.97584912884e-06	9.29121773453e-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucaria	0.0	0.0	0.000123625661497	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariales_fam_Incertae_sedis;g__Agonimia	1.28819498119e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Laboulbeniales;f__Herpomycetaceae;g__Herpomyces	0.0	0.0	3.98792456442e-06	1.03235752606e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__;f__;g__	0.0	4.97087069771e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae;g__Acarospora	2.57638996238e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Candelariales;f__Candelariaceae;g__Candelina	3.86458494358e-05	1.49126120931e-05	0.000111661887804	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora	0.0	4.97087069771e-06	0.0	3.44119175353e-06
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Cetrelia	0.0	0.0	7.97584912884e-06	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Melanelixia	0.0	0.0	3.98792456442e-06	3.44119175353e-06
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Parmelia	7.08507239656e-05	9.94174139542e-06	8.77343404172e-05	2.40883422747e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Parmotrema	3.86458494358e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanoromycetidae_ord_Incertae_sedis;f__Coniocybaceae;g__Chaenotheca	0.0	0.0	0.000151541133448	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__;g__	0.0	9.94174139542e-06	1.19637736933e-05	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Cryptodiscus	9.01736486835e-05	1.98834827908e-05	0.000103686038675	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Thelotremataceae;g__Thelotrema	0.0	0.0	0.0	1.37647670141e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Lobariaceae;g__Lobariella	0.0	0.0	1.59516982577e-05	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Lobariaceae;g__Sticta	1.93229247179e-05	0.0	0.0	3.44119175353e-06
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Nephromataceae;g__Nephroma	0.0	0.0	0.0	3.78531092888e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Icmadophilaceae;g__Siphulella	1.28819498119e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Physciaceae;g__Physcia	1.28819498119e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Physciaceae;g__Physconia	6.44097490596e-06	0.0	5.18430193374e-05	6.88238350706e-06
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Teloschistaceae;g__Austroplaca	6.44097490596e-06	0.0	0.0	3.44119175353e-06
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__;f__;g__	0.000212552171897	5.46795776748e-05	1.59516982577e-05	3.44119175353e-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Phyllactinia	0.0	0.0	1.99396228221e-05	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__;g__	0.0101767403514	0.00416061877398	0.0106078793414	0.00209912696965
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora	0.0	0.0	1.19637736933e-05	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Cenangium	6.44097490596e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__	0.000212552171897	3.97669655817e-05	5.58309439019e-05	8.25886020847e-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acidomelania	0.00036713556964	0.000188893086513	0.000107673963239	2.75295340282e-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora	0.0	0.0	0.0	6.88238350706e-06
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Scytalidium	2.57638996238e-05	5.46795776748e-05	0.000259215096687	7.57062185776e-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium	2.57638996238e-05	0.00012924263814	0.000374864909055	5.50590680564e-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Clathrosphaerina	0.00139125057969	0.00169009603722	0.00262804228795	0.000323472024832
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Discocistella	0.0	1.98834827908e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Mycoarthris	0.0	0.000114330026047	5.58309439019e-05	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Amphobotrys	4.50868243417e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis	6.44097490596e-06	0.0	3.98792456442e-06	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Myxocephala	0.000309166795486	0.0006511840614	0.000330997738847	3.78531092888e-05
